id,town,start_Longitude,start_Latitude,end_Longitude,end_Latitude
4485,Hawkins,-73.9868621826172,40.7210655212402,-73.9848098754883,40.7323265075684
2150,Hawkins,-74.0111770629883,40.7157821655273,-74.0065536499024,40.7102241516113
1495,Hawkins,-74.0061340332031,40.7349319458008,-73.994499206543,40.7505416870117
7784,Hawkins,-73.990478515625,40.7349586486816,-74.0161209106445,40.7144317626953
1744,Hawkins,-73.9869995117188,40.7507400512695,-73.9191665649414,40.8075408935547
2642,Hawkins,-74.0086669921875,40.7041206359863,-73.9266357421875,40.7549438476563
3878,Hawkins,-73.9497375488281,40.7806816101074,-73.9885406494141,40.769100189209
633,Hawkins,-73.9843978881836,40.7458076477051,-73.9734497070313,40.7557907104492
3469,Hawkins,-73.9553298950195,40.7770957946777,-73.9614334106445,40.7650718688965
8020,Hawkins,-73.9661254882813,40.7651824951172,-73.9747695922852,40.7519989013672
3688,Hawkins,-73.9968109130859,40.7230491638184,-73.987922668457,40.7457885742188
4423,Hawkins,-73.9952774047852,40.7599067687988,-73.9792251586914,40.7613410949707
7935,Hawkins,-73.9650726318359,40.7749176025391,-73.9792175292969,40.7555122375488
454,Hawkins,-74.0039138793945,40.7375564575195,-74.015495300293,40.7157249450684
627,Hawkins,-73.9973373413086,40.7246284484863,-73.9352188110352,40.755241394043
470,Hawkins,-73.9975662231445,40.7141609191895,-73.983757019043,40.725643157959
3850,Hawkins,-73.9526290893555,40.7807502746582,-73.9522399902344,40.7864799499512
8156,Hawkins,-73.9737854003906,40.7637672424316,-73.9889526367188,40.7366409301758
1673,Hawkins,-73.9889907836914,40.7636413574219,-73.9905624389649,40.7442398071289
1350,Hawkins,-73.9837036132813,40.740234375,-73.9851531982422,40.7496795654297
5191,Hawkins,-73.9789276123047,40.7619285583496,-73.9826965332031,40.7681503295898
2197,Hawkins,-73.9800262451172,40.7430992126465,-73.9828109741211,40.7313957214356
1431,Hawkins,-73.9551467895508,40.786018371582,-73.9824829101563,40.7747421264649
6817,Hawkins,-73.978759765625,40.7650833129883,-73.9535369873047,40.7712860107422
2092,Hawkins,-73.9904327392578,40.6924705505371,-74.0082015991211,40.7084503173828
1994,Hawkins,-73.9910659790039,40.7559051513672,-74.0067367553711,40.7513084411621
1375,Hawkins,-73.9853897094727,40.7585105895996,-74.0032424926758,40.7327194213867
5931,Hawkins,-73.9587936401367,40.7750701904297,-73.978515625,40.7731437683105
6230,Hawkins,-73.9953536987305,40.739501953125,-74.0017929077149,40.7558212280274
6255,Hawkins,-73.9561309814453,40.7719116210938,-73.9875717163086,40.7269477844238
7772,Hawkins,-73.9911270141602,40.7604827880859,-73.9917907714844,40.7481803894043
2987,Hawkins,-73.9976806640625,40.756591796875,-73.9863510131836,40.7464218139648
5664,Hawkins,-73.9585037231445,40.7811393737793,-73.9550399780273,40.8051300048828
4767,Hawkins,-73.9865951538086,40.7510719299316,-73.9949340820313,40.7398185729981
1634,Hawkins,-73.9822387695313,40.7729797363281,-73.958137512207,40.7648696899414
2374,Hawkins,-73.9557723999024,40.7677307128906,-73.969856262207,40.7599296569824
7945,Hawkins,-73.9783706665039,40.7649154663086,-73.9851303100586,40.7356605529785
6866,Hawkins,-74.003303527832,40.7513198852539,-73.9929809570313,40.734058380127
7859,Hawkins,-73.9541473388672,40.7797698974609,-73.9600372314453,40.7735786437988
412,Hawkins,-73.9434661865234,40.7529907226563,-73.9079895019531,40.7566947937012
1616,Hawkins,-73.9701080322266,40.7854232788086,-73.9801025390625,40.7812652587891
1908,Hawkins,-73.9882049560547,40.6882743835449,-73.9654693603516,40.6831321716309
1233,Hawkins,-73.9665145874024,40.7617721557617,-73.9534912109375,40.7795715332031
6719,Hawkins,-73.9939117431641,40.7356109619141,-73.9941711425781,40.720100402832
5707,Hawkins,-73.9519805908203,40.7692909240723,-73.9719772338867,40.7621803283691
6401,Hawkins,-73.9869155883789,40.761417388916,-73.8709487915039,40.7740364074707
7115,Hawkins,-73.9475326538086,40.7962799072266,-73.9368667602539,40.802131652832
5322,Hawkins,-73.9650039672852,40.7647323608398,-73.9566345214844,40.7753868103027
1132,Hawkins,-74.0053482055664,40.7186508178711,-73.9851989746094,40.7469482421875
2134,Hawkins,-74.0085144042969,40.734058380127,-74.0062942504883,40.7395858764648
8099,Hawkins,-73.9589920043945,40.7656898498535,-73.9651184082031,40.7752990722656
7874,Hawkins,-73.9499206542969,40.7818946838379,-73.9526443481445,40.7866859436035
6001,Hawkins,-73.9840545654297,40.7430725097656,-74.0060348510742,40.7438163757324
3667,Hawkins,-73.9748001098633,40.7874946594238,-73.9558868408203,40.766040802002
7140,Hawkins,-74.0081481933594,40.738208770752,-74.0139999389649,40.7137413024902
657,Hawkins,-73.9792556762695,40.760871887207,-73.9868927001953,40.7313690185547
1483,Hawkins,-74.0173797607422,40.7085876464844,-73.9839706420899,40.7806816101074
3665,Hawkins,-74.0080184936524,40.7147674560547,-73.9997100830078,40.7251319885254
7281,Hawkins,-73.9784622192383,40.745288848877,-73.9763717651367,40.7659950256348
4961,Hawkins,-73.9936981201172,40.7207412719727,-74.0085983276367,40.7048645019531
3324,Hawkins,-73.9716567993164,40.7505683898926,-73.9908752441406,40.7505264282227
5172,Hawkins,-73.9794692993164,40.7374382019043,-73.9897918701172,40.7413902282715
3782,Hawkins,-73.9805068969727,40.7828483581543,-73.9659729003906,40.795581817627
7738,Hawkins,-73.9929275512695,40.7530212402344,-73.9744720458984,40.756721496582
7088,Hawkins,-73.9702606201172,40.7974319458008,-73.9738464355469,40.7648887634277
3731,Hawkins,-73.9589920043945,40.7750930786133,-73.9700393676758,40.7841911315918
955,Hawkins,-73.9776916503906,40.7463035583496,-73.9679718017578,40.7562065124512
4583,Hawkins,-73.9921264648438,40.749340057373,-73.9739379882813,40.7572593688965
2510,Hawkins,-73.9934463500977,40.7482032775879,-73.9907455444336,40.7027168273926
2456,Hawkins,-73.9931182861328,40.7425537109375,-73.9828338623047,40.756778717041
2719,Hawkins,-73.9653854370117,40.759220123291,-73.9860687255859,40.7430191040039
4728,Hawkins,-73.9933166503906,40.7527275085449,-73.9824523925781,40.7683219909668
1177,Hawkins,-73.9815063476563,40.7414665222168,-73.9951858520508,40.7446937561035
116,Hawkins,-73.9591903686524,40.7831726074219,-73.9891662597656,40.7585754394531
4640,Hawkins,-74.0077438354492,40.7323379516602,-73.870361328125,40.7727012634277
3008,Hawkins,-73.9379577636719,40.7971611022949,-73.9518280029297,40.7931976318359
6874,Hawkins,-73.9806365966797,40.7645111083984,-73.9834899902344,40.7578811645508
2800,Hawkins,-73.9792633056641,40.7607612609863,-73.9736709594727,40.7553176879883
7457,Hawkins,-73.9825973510742,40.7450714111328,-73.9672012329102,40.7579193115234
3140,Hawkins,-73.9749450683594,40.7526588439941,-73.9839401245117,40.7022590637207
6787,Hawkins,-73.987922668457,40.7344055175781,-74.0072250366211,40.7062301635742
409,Hawkins,-73.9555587768555,40.7826805114746,-73.9602432250977,40.7731819152832
6794,Hawkins,-73.9866485595703,40.7256164550781,-73.9496612548828,40.7770538330078
7779,Hawkins,-73.9811935424805,40.7292175292969,-73.9432983398438,40.7044715881348
6134,Hawkins,-74.0088500976563,40.7311592102051,-73.9848937988281,40.7340812683105
5544,Hawkins,-73.9797668457031,40.7350883483887,-73.9701080322266,40.7525444030762
6182,Hawkins,-73.9658050537109,40.7719573974609,-73.9738693237305,40.7829360961914
7386,Hawkins,-73.9780120849609,40.7252044677734,-73.989128112793,40.7585563659668
8160,Hawkins,-73.9805755615234,40.7829246520996,-73.9765625,40.7906608581543
1631,Hawkins,-73.9712829589844,40.7575263977051,-73.9578704833984,40.7732734680176
3732,Hawkins,-74.0149383544922,40.7097473144531,-74.0034713745117,40.7506484985352
136,Hawkins,-73.9792709350586,40.7619819641113,-74.0117797851563,40.7045402526856
4808,Hawkins,-74.0048141479492,40.7211799621582,-73.9970626831055,40.7369079589844
3443,Hawkins,-73.9828796386719,40.779167175293,-73.9797821044922,40.7907409667969
3793,Hawkins,-73.9450531005859,40.8084716796875,-73.9555816650391,40.804328918457
1167,Hawkins,-73.9638519287109,40.7654304504395,-73.9860076904297,40.7407112121582
4560,Hawkins,-73.9540710449219,40.7797660827637,-73.9533309936524,40.804443359375
6331,Hawkins,-73.9996032714844,40.7606353759766,-73.9947814941406,40.7553787231445
8278,Hawkins,-73.9817276000977,40.7494583129883,-73.9949188232422,40.7365455627441
994,Hawkins,-73.9418258666992,40.7915306091309,-73.9529571533203,40.7749977111816
2913,Hawkins,-73.9701385498047,40.7687454223633,-73.9732666015625,40.7845115661621
5779,Hawkins,-73.951057434082,40.7826118469238,-73.9613189697266,40.7656173706055
6273,Hawkins,-73.9562072753906,40.7675704956055,-73.9841537475586,40.7616691589355
1236,Hawkins,-73.988395690918,40.7374458312988,-74.0071182250977,40.7302551269531
5678,Hawkins,-73.9783935546875,40.7370491027832,-73.9719085693359,40.7523155212402
7501,Hawkins,-73.9596481323242,40.7628555297852,-73.9520797729492,40.7821502685547
2116,Hawkins,-74.0040435791016,40.7134246826172,-73.9561462402344,40.676944732666
7298,Hawkins,-73.9574508666992,40.7639312744141,-73.9697494506836,40.7576904296875
6925,Hawkins,-73.9700012207031,40.7629814147949,-73.9900665283203,40.7373962402344
2974,Hawkins,-73.9841537475586,40.7617988586426,-73.9829559326172,40.726863861084
1193,Hawkins,-73.9671859741211,40.758358001709,-73.9739074707031,40.7898101806641
195,Hawkins,-74.0038681030273,40.7255783081055,-73.997184753418,40.7249526977539
2290,Hawkins,-73.9998397827149,40.7182388305664,-73.9854888916016,40.7565116882324
6555,Hawkins,-73.9645385742188,40.7641448974609,-73.9699478149414,40.7969589233398
576,Hawkins,-73.9952545166016,40.7445907592773,-74.0052795410156,40.7409934997559
3049,Hawkins,-73.9872894287109,40.7503242492676,-73.9718017578125,40.6384315490723
4577,Hawkins,-73.9811477661133,40.7814788818359,-73.9895629882813,40.7727584838867
4578,Hawkins,-73.9503021240234,40.7799110412598,-73.9823303222656,40.7626991271973
7272,Hawkins,-73.9562072753906,40.7787284851074,-73.9642562866211,40.7676887512207
6779,Hawkins,-73.9924926757813,40.7676315307617,-73.9899215698242,40.7520751953125
7807,Hawkins,-73.9871673583984,40.776180267334,-73.9645080566406,40.7731323242188
1444,Hawkins,-74.0021362304688,40.7478637695313,-73.9932022094727,40.7439727783203
5588,Hawkins,-73.982307434082,40.7683601379395,-73.9737014770508,40.7829513549805
6760,Hawkins,-73.9757080078125,40.7521362304688,-73.9814071655274,40.7370986938477
389,Hawkins,-73.9971923828125,40.7418594360352,-73.9984588623047,40.7323608398438
4315,Hawkins,-73.9934768676758,40.7518157958984,-73.9890213012695,40.7584991455078
3301,Hawkins,-73.977653503418,40.7256011962891,-73.9833297729492,40.7186584472656
2258,Hawkins,-73.9985580444336,40.732421875,-73.9849090576172,40.7364540100098
1089,Hawkins,-73.9646072387695,40.7730216979981,-73.9797210693359,40.7841148376465
3466,Hawkins,-73.9540252685547,40.788028717041,-73.9757919311523,40.7854537963867
5303,Hawkins,-74.0033187866211,40.724048614502,-74.008056640625,40.7388801574707
134,Hawkins,-73.9688415527344,40.7605628967285,-73.9577026367188,40.7703323364258
3639,Hawkins,-73.9825820922852,40.7512397766113,-74.0079498291016,40.7447204589844
4264,Hawkins,-73.9653244018555,40.8078155517578,-73.9891738891602,40.7742195129395
4879,Hawkins,-73.9639739990234,40.7568778991699,-73.9500122070313,40.7797088623047
563,Hawkins,-73.9694366455078,40.7531051635742,-73.9482192993164,40.7744064331055
6398,Hawkins,-73.9987258911133,40.7172508239746,-73.9840316772461,40.7608108520508
7883,Hawkins,-73.9530792236328,40.7680702209473,-73.8729705810547,40.7744255065918
1270,Hawkins,-73.9978332519531,40.7567710876465,-73.9921798706055,40.7487564086914
8024,Hawkins,-74.0159530639649,40.7111282348633,-73.9979400634766,40.725830078125
2253,Hawkins,-73.994873046875,40.7502899169922,-73.9955520629883,40.7333488464356
2699,Hawkins,-73.9809951782227,40.7641258239746,-73.9716339111328,40.7562599182129
5125,Hawkins,-74.0059509277344,40.7485008239746,-73.9766998291016,40.7639808654785
670,Hawkins,-73.9754104614258,40.7555198669434,-73.946159362793,40.7737884521484
2635,Hawkins,-73.9910125732422,40.7148628234863,-73.9952545166016,40.692928314209
2884,Hawkins,-73.9543228149414,40.7641906738281,-73.9753036499024,40.7525787353516
372,Hawkins,-73.9810256958008,40.7541084289551,-73.9851226806641,40.7357368469238
424,Hawkins,-73.9728317260742,40.7529602050781,-73.9710159301758,40.74609375
10,Hawkins,-74.0020751953125,40.7428016662598,-73.9508743286133,40.7707862854004
1809,Hawkins,-73.9856491088867,40.7526016235352,-73.9623947143555,40.7726707458496
6447,Hawkins,-73.9748001098633,40.7596130371094,-73.9825668334961,40.7694053649902
5777,Hawkins,-73.9732208251953,40.751579284668,-73.7798385620117,40.6664581298828
3772,Hawkins,-73.957633972168,40.7685432434082,-73.9653396606445,40.7709655761719
4402,Hawkins,-73.8631286621094,40.7699165344238,-73.9176635742188,40.7673225402832
3127,Hawkins,-73.9812622070313,40.7564697265625,-73.9808197021484,40.7642784118652
5890,Hawkins,-73.9791717529297,40.7506790161133,-73.9851989746094,40.7479400634766
8085,Hawkins,-73.9524002075195,40.7837791442871,-73.9587097167969,40.7655410766602
2196,Hawkins,-73.9854965209961,40.7676963806152,-73.992805480957,40.7535934448242
3113,Hawkins,-73.9728393554688,40.7529754638672,-73.9449691772461,40.7800827026367
6575,Hawkins,-73.9916305541992,40.7500495910645,-73.978515625,40.7526321411133
3155,Hawkins,-73.9884796142578,40.731559753418,-73.9764556884766,40.7841453552246
962,Hawkins,-73.9593811035156,40.7777137756348,-73.9534301757813,40.7854385375977
6741,Hawkins,-73.9918975830078,40.7263717651367,-73.9983215332031,40.7352905273438
4171,Hawkins,-73.9764633178711,40.7441062927246,-73.9864120483399,40.730396270752
5797,Hawkins,-74.0160903930664,40.7150764465332,-74.0062408447266,40.7186012268066
4911,Hawkins,-73.9617004394531,40.7710418701172,-73.981201171875,40.7597198486328
3905,Hawkins,-73.9860076904297,40.75830078125,-73.9601211547852,40.8094711303711
4058,Hawkins,-73.8635940551758,40.770206451416,-73.7902374267578,40.7292861938477
4501,Hawkins,-73.9934997558594,40.7519111633301,-73.9926986694336,40.7412033081055
5592,Hawkins,-73.9766235351563,40.7649383544922,-73.9656600952149,40.7627601623535
2894,Hawkins,-73.9457092285156,40.802116394043,-73.9529647827149,40.8102722167969
4565,Hawkins,-73.981559753418,40.7684326171875,-73.9663238525391,40.7618637084961
7584,Hawkins,-73.9821014404297,40.771858215332,-73.9726715087891,40.7647399902344
8105,Hawkins,-73.9862289428711,40.7233123779297,-73.9810562133789,40.7444877624512
3305,Hawkins,-73.9941940307617,40.746150970459,-73.9933929443359,40.7361602783203
4520,Hawkins,-73.9906616210938,40.7574157714844,-73.94775390625,40.8087501525879
1366,Hawkins,-73.9493179321289,40.7811088562012,-73.9912796020508,40.7503890991211
7941,Hawkins,-73.9622268676758,40.8048858642578,-73.9663543701172,40.8041191101074
4874,Hawkins,-73.999755859375,40.738395690918,-74.0078735351563,40.7319183349609
5200,Hawkins,-73.9882583618164,40.7202682495117,-74.005744934082,40.6495742797852
3883,Hawkins,-73.9498901367188,40.780200958252,-73.9814529418945,40.7666168212891
700,Hawkins,-74.0012893676758,40.7367782592773,-73.9888610839844,40.7749481201172
6861,Hawkins,-73.984977722168,40.7241401672363,-73.9920272827149,40.6896286010742
7681,Hawkins,-73.9775314331055,40.7890167236328,-73.9582366943359,40.7704544067383
7379,Hawkins,-73.9529724121094,40.7766036987305,-73.9565811157227,40.7710494995117
6765,Hawkins,-73.9727020263672,40.7559051513672,-73.9724578857422,40.7406272888184
5752,Hawkins,-73.9706878662109,40.7644157409668,-73.9634628295899,40.7745208740234
2819,Hawkins,-73.9908599853516,40.7404098510742,-74.0028228759766,40.7487831115723
4827,Hawkins,-73.9800567626953,40.7466239929199,-73.8613510131836,40.7680740356445
7279,Hawkins,-74.0099411010742,40.7118492126465,-73.9926376342774,40.7459716796875
6184,Hawkins,-74.013053894043,40.7047386169434,-73.865608215332,40.8600082397461
4639,Hawkins,-73.958740234375,40.7781562805176,-73.966178894043,40.7619438171387
2772,Hawkins,-73.9776992797852,40.7590217590332,-73.9817810058594,40.7685089111328
7751,Hawkins,-73.9707794189453,40.7961807250977,-73.972900390625,40.7508277893066
5703,Hawkins,-73.9689102172852,40.7661285400391,-73.8655776977539,40.7708892822266
3068,Hawkins,-73.993522644043,40.7292594909668,-73.8798980712891,40.7583694458008
4672,Hawkins,-73.9884872436524,40.7371482849121,-74.004264831543,40.7388381958008
4334,Hawkins,-73.9636535644531,40.7711448669434,-73.9719619750977,40.7504272460938
7773,Hawkins,-73.9866790771484,40.7508964538574,-73.8734283447266,40.7724838256836
2282,Hawkins,-73.9827423095703,40.7714004516602,-73.9812164306641,40.7810592651367
7246,Hawkins,-73.9745864868164,40.7506217956543,-73.9702453613281,40.7529525756836
7053,Hawkins,-73.8730087280274,40.7740821838379,-73.987922668457,40.7556953430176
2696,Hawkins,-74.0093002319336,40.706127166748,-74.0071487426758,40.7514610290527
1404,Hawkins,-74.0071182250977,40.7436904907227,-73.9772491455078,40.7429733276367
6,Hawkins,-73.9915161132813,40.7544441223145,-73.9919509887695,40.733211517334
1473,Hawkins,-74.0076065063477,40.7127418518066,-73.9914093017578,40.6908683776855
311,Hawkins,-73.9880523681641,40.7255706787109,-73.9991226196289,40.747241973877
6812,Hawkins,-73.9878997802734,40.7794990539551,-74.0006713867188,40.7577590942383
5416,Hawkins,-73.9783096313477,40.7566452026367,-73.9875335693359,40.7645797729492
7415,Hawkins,-74.0016098022461,40.7358512878418,-74.0138168334961,40.7147789001465
3830,Hawkins,-73.9811248779297,40.7634315490723,-73.9990081787109,40.7346382141113
4101,Hawkins,-74.0051574707031,40.7411155700684,-74.0010833740234,40.7391357421875
5728,Hawkins,-74.0062942504883,40.7333374023438,-73.9843597412109,40.7346611022949
6851,Hawkins,-73.9892120361328,40.7774429321289,-73.8641204833984,40.7697334289551
6115,Hawkins,-73.9801025390625,40.7391929626465,-73.9829254150391,40.7315101623535
6371,Hawkins,-73.9785232543945,40.7542037963867,-73.9483871459961,40.798095703125
2315,Hawkins,-73.9963836669922,40.7211151123047,-73.98974609375,40.729663848877
1733,Hawkins,-73.9798583984375,40.7394485473633,-73.9890518188477,40.7341613769531
5128,Hawkins,-73.9785995483399,40.7624053955078,-73.9871673583984,40.7224311828613
4468,Hawkins,-73.961296081543,40.7752304077148,-73.9419555664063,40.8039665222168
1959,Hawkins,-73.9943695068359,40.7403678894043,-73.9829025268555,40.7157974243164
7596,Hawkins,-73.9862823486328,40.7456932067871,-73.972770690918,40.743408203125
1255,Hawkins,-74.0000762939453,40.7377853393555,-74.0039825439453,40.7479476928711
6350,Hawkins,-73.9250106811524,40.7438049316406,-73.8916778564453,40.7481155395508
4481,Hawkins,-73.9942932128906,40.7386817932129,-73.9554672241211,40.776741027832
8285,Hawkins,-73.9670867919922,40.7727394104004,-73.9801025390625,40.7560234069824
5353,Hawkins,-73.9825668334961,40.7484397888184,-73.9610900878906,40.7691993713379
41,Hawkins,-73.9752807617188,40.7492790222168,-73.9860382080078,40.7556266784668
5105,Hawkins,-73.9543685913086,40.7655143737793,-74.0113906860352,40.7018241882324
8417,Hawkins,-74.0090408325195,40.7187690734863,-74.0098037719727,40.7359886169434
2264,Hawkins,-73.9712371826172,40.7955131530762,-73.9804382324219,40.7857627868652
640,Hawkins,-73.9800567626953,40.7440605163574,-73.9844818115234,40.7256164550781
3800,Hawkins,-73.9784164428711,40.7297134399414,-73.9914474487305,40.7226333618164
3105,Hawkins,-73.9804153442383,40.7485122680664,-73.9986190795899,40.7400169372559
4086,Hawkins,-73.9805908203125,40.754280090332,-73.9950332641602,40.7277221679688
3122,Hawkins,-73.9750366210938,40.7531509399414,-73.9513092041016,40.7740516662598
2543,Hawkins,-74.0056304931641,40.7263069152832,-73.9714736938477,40.6862258911133
6311,Hawkins,-73.9894332885742,40.7577133178711,-73.9924468994141,40.7610397338867
7306,Hawkins,-73.9841003417969,40.7252006530762,-73.9781265258789,40.7448883056641
2850,Hawkins,-73.9565887451172,40.7713012695313,-73.9973602294922,40.7247352600098
1454,Hawkins,-73.9858627319336,40.7555160522461,-74.0011749267578,40.7571716308594
6011,Hawkins,-74.0052108764649,40.7288627624512,-73.9807205200195,40.7339096069336
1618,Hawkins,-73.9640960693359,40.807861328125,-73.8717575073242,40.7744216918945
7876,Hawkins,-73.9101181030274,40.7696075439453,-73.9294891357422,40.7623863220215
6523,Hawkins,-73.965934753418,40.7620124816895,-73.9558944702149,40.7725296020508
4858,Hawkins,-73.9788513183594,40.7240753173828,-73.9934616088867,40.7246131896973
1024,Hawkins,-73.9842910766602,40.7288475036621,-73.9987869262695,40.734130859375
6532,Hawkins,-74.0055618286133,40.7287673950195,-73.9877700805664,40.744514465332
5562,Hawkins,-73.9540023803711,40.7818450927734,-73.9750289916992,40.7525672912598
352,Hawkins,-73.9704360961914,40.7590637207031,-73.9499206542969,40.7844467163086
7338,Hawkins,-73.9822387695313,40.7743492126465,-73.9746475219727,40.7881813049316
3968,Hawkins,-73.9456329345703,40.8074836730957,-73.9380569458008,40.8177871704102
1249,Hawkins,-74.0062789916992,40.7340621948242,-73.987174987793,40.733268737793
6969,Hawkins,-73.9722518920899,40.755428314209,-73.9833374023438,40.7413711547852
8454,Hawkins,-73.9786834716797,40.7722511291504,-73.9706268310547,40.783390045166
2503,Hawkins,-73.9856491088867,40.7595100402832,-73.9915084838867,40.7456588745117
431,Hawkins,-73.990966796875,40.7394905090332,-73.9875946044922,40.7199897766113
5614,Hawkins,-73.9953079223633,40.7270240783691,-73.9832992553711,40.6952018737793
644,Hawkins,-73.9791717529297,40.7624206542969,-73.9827194213867,40.7680358886719
4267,Hawkins,-73.9891586303711,40.751953125,-73.9959030151367,40.7592506408691
1592,Hawkins,-73.9819488525391,40.7462959289551,-73.8708419799805,40.7740211486816
1902,Hawkins,-74.0067825317383,40.7057723999024,-73.98681640625,40.7022857666016
4641,Hawkins,-74.0004501342774,40.7323799133301,-74.0096817016602,40.7325782775879
2030,Hawkins,-74.0061645507813,40.7342910766602,-73.99072265625,40.7341117858887
7991,Hawkins,-73.9783020019531,40.7589263916016,-73.9556350708008,40.7851142883301
8027,Hawkins,-73.970947265625,40.7635040283203,-73.9661178588867,40.7695999145508
1004,Hawkins,-73.9820175170899,40.7626533508301,-73.9945297241211,40.7500953674316
5239,Hawkins,-73.9849014282227,40.7686920166016,-73.9940948486328,40.728401184082
2816,Hawkins,-73.8708648681641,40.7739028930664,-73.9754409790039,40.7652931213379
5824,Hawkins,-73.9914093017578,40.7269897460938,-73.9701614379883,40.7569694519043
2071,Hawkins,-74.0003814697266,40.7270851135254,-73.9348526000977,40.6970405578613
4780,Hawkins,-74.0082168579102,40.7411994934082,-73.9211120605469,40.6980819702148
2120,Hawkins,-73.94140625,40.7920188903809,-73.951057434082,40.7789001464844
7961,Hawkins,-73.8632278442383,40.7696189880371,-73.9682998657227,40.6373596191406
7788,Hawkins,-73.9976577758789,40.720703125,-73.9899673461914,40.7343521118164
987,Hawkins,-73.9798278808594,40.7351989746094,-73.9860763549805,40.7401313781738
2124,Hawkins,-73.9821243286133,40.7625503540039,-73.9782409667969,40.76318359375
2172,Hawkins,-73.9753494262695,40.7455139160156,-73.9840774536133,40.7336463928223
5876,Hawkins,-74.005500793457,40.7508735656738,-73.9985733032227,40.7449531555176
1067,Hawkins,-73.9910583496094,40.7498245239258,-73.9692077636719,40.7575416564941
525,Hawkins,-73.96826171875,40.7625122070313,-73.9760208129883,40.755069732666
1044,Hawkins,-74.0056838989258,40.7255172729492,-74.0062026977539,40.7193717956543
549,Hawkins,-73.9915924072266,40.7390289306641,-74.0024871826172,40.7250137329102
7201,Hawkins,-73.9883728027344,40.7658843994141,-73.9719314575195,40.7629737854004
5403,Hawkins,-73.9652862548828,40.7596702575684,-73.9858169555664,40.7765846252441
5577,Hawkins,-73.7896118164063,40.6432685852051,-73.9902801513672,40.7251358032227
4154,Hawkins,-73.9912872314453,40.7298202514648,-73.9832534790039,40.7429656982422
7128,Hawkins,-74.015380859375,40.710807800293,-73.9830627441406,40.7558441162109
4725,Hawkins,-74.0064010620117,40.7394790649414,-73.9866714477539,40.7612648010254
448,Hawkins,-73.9611511230469,40.7967033386231,-73.953125,40.7887954711914
4881,Hawkins,-73.9844970703125,40.7501182556152,-73.9619827270508,40.7645301818848
109,Hawkins,-73.9682083129883,40.7584342956543,-73.9613037109375,40.7685356140137
