id,starting_time,model_van,num_packages,delivery_time
271,2016/06/06 17:51:00,model_B,1,391
272,2016/05/28 12:55:00,model_A,1,1052
273,2016/04/29 10:56:00,model_B,2,358
274,2016/05/04 15:52:00,model_B,2,356
275,2016/03/28 07:22:00,model_A,1,296
276,2016/05/05 20:53:00,model_B,1,1302
277,2016/01/27 08:55:00,model_B,1,774
278,2016/04/01 15:53:00,model_A,1,595
279,2016/01/26 13:54:00,model_A,5,725
280,2016/02/24 15:24:00,model_B,1,1472
281,2016/04/03 10:17:00,model_A,1,364
282,2016/02/08 08:43:00,model_B,1,1723
283,2016/02/29 08:52:00,model_B,1,317
284,2016/05/31 14:52:00,model_A,1,288
285,2016/02/15 17:51:00,model_B,1,296
286,2016/02/01 09:55:00,model_A,1,1028
287,2016/02/29 10:54:00,model_B,1,1703
288,2016/03/04 19:53:00,model_A,1,208
289,2016/04/19 15:53:00,model_B,1,1792
290,2016/05/26 14:54:00,model_A,1,949
291,2016/02/26 13:51:00,model_B,1,604
292,2016/05/21 06:55:00,model_B,1,413
293,2016/05/19 14:52:00,model_B,1,611
294,2016/04/22 00:55:00,model_B,2,1558
295,2016/02/06 20:07:00,model_A,2,594
296,2016/02/12 01:51:00,model_B,4,479
297,2016/05/11 20:53:00,model_B,1,1649
298,2016/05/12 11:53:00,model_A,6,533
299,2016/03/13 10:55:00,model_B,1,394
300,2016/04/22 22:55:00,model_B,1,2353
301,2016/06/02 22:56:00,model_B,2,1676
302,2016/03/07 17:55:00,model_B,1,907
303,2016/03/07 13:54:00,model_A,1,844
304,2016/05/21 18:56:00,model_A,1,653
305,2016/06/04 16:55:00,model_B,1,2272
306,2016/04/06 09:54:00,model_A,1,1514
307,2016/04/15 19:52:00,model_A,5,638
308,2016/04/01 18:52:00,model_B,1,1068
309,2016/05/09 14:55:00,model_B,1,517
310,2016/04/02 22:54:00,model_A,1,483
311,2016/02/16 18:52:00,model_A,3,1009
312,2016/05/07 21:52:00,model_B,1,1000
313,2016/04/18 06:54:00,model_B,1,205
314,2016/05/30 01:53:00,model_B,1,1057
315,2016/05/04 17:56:00,model_A,1,499
316,2016/03/07 05:55:00,model_B,1,195
317,2016/05/25 12:54:00,model_A,1,1730
318,2016/02/24 19:54:00,model_A,4,727
319,2016/02/13 13:54:00,model_B,1,391
320,2016/05/31 20:55:00,model_B,1,894
321,2016/05/22 08:53:00,model_B,1,700
322,2016/05/07 23:54:00,model_A,1,1569
323,2016/04/10 15:53:00,model_B,2,433
324,2016/02/05 03:18:00,model_B,1,234
325,2016/04/24 17:55:00,model_A,1,222
326,2016/02/11 23:56:00,model_A,2,748
327,2016/05/20 23:52:00,model_B,1,1474
328,2016/05/02 12:07:00,model_A,1,485
329,2016/02/24 08:44:00,model_A,1,758
330,2016/05/04 07:52:00,model_A,1,1422
331,2016/05/23 20:53:00,model_A,1,521
332,2016/05/05 15:54:00,model_A,1,590
333,2016/03/20 21:19:00,model_B,2,800
334,2016/04/05 16:53:00,model_B,2,676
335,2016/02/11 21:53:00,model_B,2,343
336,2016/02/16 15:56:00,model_A,4,1910
337,2016/03/16 09:53:00,model_A,1,254
338,2016/03/10 20:52:00,model_A,2,326
339,2016/03/19 00:52:00,model_B,2,138
340,2016/03/17 19:52:00,model_B,1,320
341,2016/03/06 18:36:00,model_B,2,465
342,2016/02/07 23:58:00,model_B,1,598
343,2016/06/04 15:56:00,model_B,1,243
344,2016/05/08 17:54:00,model_B,1,426
345,2016/04/01 19:55:00,model_A,1,548
346,2016/02/08 17:54:00,model_A,2,764
347,2016/04/22 14:52:00,model_B,3,863
348,2016/03/04 18:55:00,model_A,1,658
349,2016/02/16 19:55:00,model_B,1,616
350,2016/02/04 20:52:00,model_B,1,486
351,2016/01/31 09:56:00,model_A,1,283
352,2016/01/29 17:56:00,model_A,2,741
353,2016/02/25 02:54:00,model_A,1,625
354,2016/02/04 04:53:00,model_B,1,535
355,2016/01/27 07:51:00,model_B,1,308
356,2016/02/24 06:53:00,model_A,1,705
357,2016/06/15 17:52:00,model_B,1,66
358,2016/02/23 15:53:00,model_A,1,473
359,2016/05/31 11:51:00,model_A,1,575
360,2016/04/17 09:55:00,model_B,2,851
361,2016/03/28 22:53:00,model_A,1,329
362,2016/05/26 07:52:00,model_A,1,852
363,2016/05/06 03:51:00,model_A,1,1094
364,2016/02/24 19:55:00,model_A,1,887
365,2016/01/26 21:52:00,model_A,1,357
366,2016/04/28 11:55:00,model_B,1,542
367,2016/01/31 01:54:00,model_A,6,230
368,2016/01/25 08:55:00,model_A,6,1979
369,2016/05/29 21:52:00,model_B,1,657
370,2016/01/17 23:52:00,model_A,1,1196
371,2016/03/20 21:00:00,model_A,1,443
372,2016/01/29 14:55:00,model_B,1,754
373,2016/03/05 01:39:00,model_B,1,315
374,2016/02/12 08:51:00,model_B,2,988
375,2016/05/27 02:52:00,model_B,4,1338
376,2016/04/03 15:56:00,model_B,1,748
377,2016/03/03 21:53:00,model_B,1,467
378,2016/04/26 14:53:00,model_A,6,599
379,2016/01/17 15:54:00,model_A,1,136
380,2016/03/14 22:55:00,model_B,1,1123
381,2016/04/20 17:53:00,model_B,1,645
382,2016/02/07 03:16:00,model_A,1,527
383,2016/03/02 20:54:00,model_A,1,421
384,2016/02/01 10:52:00,model_A,1,527
385,2016/01/21 16:54:00,model_A,1,495
386,2016/05/28 10:51:00,model_A,2,812
387,2016/01/31 11:51:00,model_B,1,205
388,2016/05/31 14:54:00,model_A,1,546
389,2016/04/12 21:55:00,model_B,1,247
390,2016/04/19 08:53:00,model_A,1,330
391,2016/05/06 11:19:00,model_A,1,281
392,2016/06/04 12:52:00,model_B,1,297
393,2016/04/11 08:52:00,model_A,1,1574
394,2016/01/18 12:52:00,model_A,3,257
395,2016/03/15 07:53:00,model_B,1,1645
396,2016/02/03 14:54:00,model_B,1,929
397,2016/04/21 12:52:00,model_B,1,961
398,2016/03/21 18:55:00,model_A,5,540
399,2016/06/14 10:55:00,model_A,2,377
400,2016/04/22 18:53:00,model_A,2,550
401,2016/04/29 00:51:00,model_A,2,436
402,2016/03/16 18:54:00,model_B,1,535
403,2016/03/18 17:53:00,model_B,1,294
404,2016/02/13 02:54:00,model_A,1,412
405,2016/06/14 07:53:00,model_B,1,2448
406,2016/03/24 21:54:00,model_B,2,1897
407,2016/05/29 21:52:00,model_B,1,964
408,2016/05/27 05:55:00,model_A,3,1075
409,2016/03/12 09:53:00,model_A,2,257
410,2016/03/17 17:54:00,model_B,2,568
411,2016/03/13 00:54:00,model_B,1,807
412,2016/02/18 20:54:00,model_B,1,438
413,2016/06/05 10:09:00,model_A,1,940
414,2016/04/24 13:51:00,model_B,1,169
415,2016/03/27 22:55:00,model_A,3,531
416,2016/01/17 10:54:00,model_A,5,782
417,2016/05/15 23:59:00,model_A,1,547
418,2016/04/23 03:06:00,model_B,1,205
419,2016/05/17 08:55:00,model_A,1,782
420,2016/03/13 13:52:00,model_B,2,706
421,2016/03/23 23:52:00,model_A,1,237
422,2016/03/05 02:49:00,model_A,1,1116
423,2016/05/28 09:54:00,model_A,5,757
424,2016/02/24 20:10:00,model_B,1,449
425,2016/03/28 09:48:00,model_B,1,147
426,2016/02/19 14:51:00,model_B,1,747
427,2016/05/15 15:58:00,model_A,1,463
428,2016/04/28 00:54:00,model_B,1,730
429,2016/03/13 10:53:00,model_B,1,734
430,2016/04/11 20:54:00,model_A,1,807
431,2016/03/13 12:55:00,model_B,1,833
432,2016/03/10 06:34:00,model_B,1,70
433,2016/04/10 14:54:00,model_B,2,353
434,2016/05/29 06:56:00,model_A,1,214
435,2016/06/11 07:52:00,model_B,1,583
436,2016/02/01 14:55:00,model_A,1,522
437,2016/03/19 13:52:00,model_A,1,1429
438,2016/05/11 20:54:00,model_A,1,160
439,2016/02/20 00:55:00,model_B,1,386
440,2016/05/10 14:51:00,model_A,1,1721
441,2016/05/22 02:53:00,model_B,3,1034
442,2016/02/21 14:52:00,model_B,1,1030
443,2016/05/21 23:55:00,model_A,1,895
444,2016/02/12 21:53:00,model_B,1,1365
445,2016/06/03 08:55:00,model_A,1,429
446,2016/02/25 22:52:00,model_A,1,1318
447,2016/05/06 15:00:00,model_B,1,315
448,2016/05/26 18:52:00,model_B,1,418
449,2016/03/25 13:55:00,model_A,1,244
450,2016/04/14 18:51:00,model_A,1,487
451,2016/04/26 06:53:00,model_A,1,69
452,2016/02/19 08:52:00,model_B,1,738
453,2016/03/17 22:55:00,model_A,2,593
454,2016/06/11 22:51:00,model_B,4,864
455,2016/01/21 09:51:00,model_A,1,1044
456,2016/02/19 13:54:00,model_B,1,1526
457,2016/06/04 23:54:00,model_B,4,1236
458,2016/03/03 12:56:00,model_B,1,496
459,2016/02/25 19:00:00,model_B,1,397
460,2016/03/27 20:54:00,model_B,2,960
461,2016/02/06 10:55:00,model_A,1,1438
462,2016/03/02 09:36:00,model_A,1,874
463,2016/04/05 17:53:00,model_A,5,704
464,2016/05/18 19:53:00,model_A,1,264
465,2016/02/12 23:52:00,model_A,1,400
466,2016/05/16 19:53:00,model_A,1,216
467,2016/05/07 11:53:00,model_A,5,449
468,2016/06/05 16:55:00,model_A,3,953
469,2016/01/27 17:55:00,model_B,1,95
470,2016/03/12 00:52:00,model_A,1,463
471,2016/04/15 20:52:00,model_B,5,403
472,2016/03/29 23:53:00,model_B,1,580
473,2016/02/07 17:40:00,model_B,1,193
474,2016/05/14 03:59:00,model_A,1,449
475,2016/04/05 17:51:00,model_A,6,367
476,2016/02/07 09:59:00,model_B,1,337
477,2016/02/06 16:56:00,model_B,1,287
478,2016/05/07 01:37:00,model_A,1,657
479,2016/05/09 10:52:00,model_A,1,620
480,2016/05/06 15:00:00,model_A,1,735
481,2016/03/27 11:52:00,model_B,1,1165
482,2016/03/12 08:51:00,model_B,2,1583
483,2016/04/06 11:54:00,model_B,1,1484
484,2016/05/04 18:53:00,model_A,1,1409
485,2016/02/04 08:03:00,model_A,1,499
486,2016/03/09 08:56:00,model_A,1,406
487,2016/04/09 03:54:00,model_A,1,316
488,2016/02/28 13:51:00,model_B,1,467
489,2016/05/13 19:54:00,model_A,1,759
490,2016/03/10 21:56:00,model_A,1,1514
491,2016/01/18 14:53:00,model_A,1,690
492,2016/05/09 19:53:00,model_B,1,447
493,2016/02/22 09:51:00,model_A,1,758
494,2016/02/25 10:56:00,model_A,2,1032
495,2016/01/28 08:53:00,model_B,1,194
496,2016/02/25 21:53:00,model_B,2,579
497,2016/03/02 17:00:00,model_A,1,413
498,2016/05/26 19:53:00,model_B,1,262
499,2016/03/14 16:10:00,model_B,1,1318
500,2016/02/03 21:56:00,model_A,1,491
501,2016/03/12 21:51:00,model_A,1,742
502,2016/04/25 09:56:00,model_A,6,1121
503,2016/05/08 18:52:00,model_B,1,1360
504,2016/05/30 14:52:00,model_B,2,890
505,2016/01/20 10:52:00,model_A,1,231
506,2016/04/04 11:51:00,model_A,1,1319
507,2016/04/06 09:54:00,model_B,1,944
508,2016/02/13 19:51:00,model_B,2,175
509,2016/05/30 12:52:00,model_B,1,309
510,2016/05/08 07:54:00,model_B,1,243
511,2016/04/18 15:54:00,model_B,3,711
512,2016/05/16 20:55:00,model_A,1,2014
513,2016/03/02 12:52:00,model_B,1,532
514,2016/05/10 21:53:00,model_B,1,1009
515,2016/04/02 04:32:00,model_B,1,924
516,2016/04/27 00:20:00,model_B,1,1059
517,2016/01/27 18:54:00,model_A,1,620
518,2016/04/03 11:06:00,model_B,1,656
519,2016/05/17 21:55:00,model_B,1,810
520,2016/04/23 03:42:00,model_B,1,1273
521,2016/04/18 18:53:00,model_B,2,739
522,2016/03/28 20:55:00,model_A,1,563
523,2016/06/08 19:52:00,model_A,2,571
524,2016/03/28 15:55:00,model_B,1,521
525,2016/05/25 11:55:00,model_B,1,377
526,2016/04/25 08:53:00,model_B,1,339
527,2016/04/13 08:53:00,model_A,2,1042
528,2016/05/31 08:52:00,model_A,1,541
529,2016/04/25 13:51:00,model_B,2,670
530,2016/06/01 07:56:00,model_A,1,260
531,2016/02/15 11:52:00,model_B,1,1473
532,2016/05/25 23:54:00,model_A,1,336
533,2016/03/20 18:53:00,model_A,1,774
534,2016/01/31 19:55:00,model_B,2,268
535,2016/04/01 20:54:00,model_A,1,1190
536,2016/05/05 12:55:00,model_B,1,1571
537,2016/05/06 18:53:00,model_A,1,1333
538,2016/04/14 22:52:00,model_B,1,429
539,2016/04/13 00:53:00,model_B,1,1047
540,2016/01/29 17:55:00,model_A,2,669
541,2016/02/10 16:40:00,model_A,2,339
542,2016/05/30 11:54:00,model_A,1,1114
543,2016/02/16 18:54:00,model_A,1,434
544,2016/02/01 11:55:00,model_A,1,916
545,2016/01/26 15:54:00,model_A,5,752
546,2016/01/16 02:19:00,model_A,5,1304
547,2016/02/06 08:54:00,model_A,2,238
548,2016/02/04 19:53:00,model_A,2,361
549,2016/02/16 09:59:00,model_B,1,563
550,2016/03/29 11:52:00,model_A,1,504
551,2016/02/07 22:35:00,model_A,2,170
552,2016/05/01 15:55:00,model_B,1,1034
553,2016/03/19 18:55:00,model_A,5,614
554,2016/04/28 16:54:00,model_A,1,249
555,2016/01/30 20:53:00,model_A,5,420
556,2016/05/19 15:56:00,model_B,1,1027
557,2016/02/08 15:53:00,model_A,2,1689
558,2016/03/12 17:52:00,model_A,6,347
559,2016/03/02 23:56:00,model_B,1,309
560,2016/05/05 01:55:00,model_B,1,817
561,2016/03/05 21:54:00,model_B,2,843
562,2016/04/07 18:52:00,model_A,2,148
563,2016/03/20 10:54:00,model_A,1,839
564,2016/02/07 09:58:00,model_A,1,316
565,2016/05/27 02:55:00,model_B,1,1296
566,2016/02/01 23:52:00,model_B,1,495
567,2016/04/06 19:16:00,model_A,5,572
568,2016/05/17 18:55:00,model_B,4,191
569,2016/01/19 10:53:00,model_B,2,586
570,2016/06/14 20:55:00,model_B,1,279
571,2016/06/03 01:52:00,model_B,1,295
572,2016/03/11 17:52:00,model_B,1,603
573,2016/04/23 10:52:00,model_B,1,1080
574,2016/04/26 18:51:00,model_A,1,577
575,2016/02/18 22:54:00,model_B,1,1387
576,2016/02/24 22:27:00,model_B,1,266
577,2016/02/10 10:52:00,model_B,1,758
578,2016/05/01 07:53:00,model_A,2,349
579,2016/05/04 20:55:00,model_B,1,738
580,2016/02/14 23:52:00,model_A,1,1636
581,2016/03/09 19:55:00,model_A,1,1457
582,2016/03/11 20:52:00,model_A,3,725
583,2016/03/25 18:52:00,model_A,5,331
584,2016/05/18 12:56:00,model_A,1,1227
585,2016/03/28 09:27:00,model_A,3,1017
586,2016/02/20 01:54:00,model_A,1,1068
587,2016/05/13 20:58:00,model_B,1,1068
588,2016/05/25 06:51:00,model_A,2,405
589,2016/02/05 06:52:00,model_A,1,203
590,2016/02/26 10:53:00,model_B,1,186
591,2016/05/05 23:53:00,model_A,1,550
592,2016/02/28 21:52:00,model_A,1,709
593,2016/01/18 13:52:00,model_A,2,1387
594,2016/05/06 14:59:00,model_A,2,846
595,2016/05/17 12:53:00,model_B,1,1692
596,2016/02/02 17:51:00,model_A,1,1021
597,2016/04/03 04:40:00,model_A,1,617
598,2016/02/03 13:56:00,model_B,3,1525
599,2016/04/06 16:54:00,model_B,1,569
